ID,Label,Name,SW_Pred,HW_Pred,HW_eq_SW,HW_eq_GT,SW_Conf,HW_Conf,Top5_HW,MAE,KL,Cos,HW_Sum,Valid,Total_Cyc,P1_Cyc,P2_Cyc,Stall_Cyc,Compute_Cyc,IP_us
83,6,bee,6,6,1,1,0.783406,0.784027,6:0.784027;7:0.056396;79:0.020355;18:0.014221;14:0.009216,0.000020,0.000170,1.000000,0.999847,True,163548,81972,81562,0,71,491.1351
84,29,dinosaur,29,29,1,1,0.689533,0.689972,29:0.689972;1:0.048828;93:0.030060;44:0.026611;54:0.018463,0.000016,-0.000021,1.000000,1.000031,True,161326,81204,80108,0,71,484.4625
85,89,tractor,89,89,1,1,0.985623,0.932190,89:0.932190;13:0.015167;58:0.007690;41:0.005371;81:0.003845,0.001071,0.032675,0.999864,1.000244,True,159609,80511,79084,0,69,479.3063
86,78,snake,78,78,1,1,0.611970,0.507477,78:0.507477;99:0.465363;29:0.003113;18:0.002655;44:0.002472,0.002095,0.021702,0.979473,1.000488,True,161259,81041,80204,0,71,484.2613
87,33,forest,63,63,1,0,0.236866,0.236664,63:0.236664;42:0.234100;33:0.148529;4:0.036713;59:0.035370,0.000019,0.001230,0.999999,0.998779,True,161746,81509,80223,0,68,485.7237
88,11,boy,2,2,1,0,0.374848,0.374725,2:0.374725;35:0.275970;11:0.115387;98:0.044617;46:0.017090,0.000017,0.000925,1.000000,0.999084,True,162317,82458,79845,0,68,487.4384
89,67,ray,73,73,1,0,0.531123,0.531036,73:0.531036;67:0.141296;30:0.070831;95:0.027222;99:0.025452,0.000014,-0.000209,1.000000,1.000214,True,162298,81727,80557,0,71,487.3814
90,22,clock,22,22,1,1,0.861136,0.862091,22:0.862091;61:0.023956;10:0.009003;87:0.006226;78:0.004517,0.000023,0.000018,1.000000,1.000000,True,163972,83762,80196,0,71,492.4084
91,18,caterpillar,18,18,1,1,0.989226,0.924316,18:0.924316;16:0.011566;44:0.007477;99:0.005157;79:0.004181,0.001301,0.046238,0.999862,1.000244,True,159771,81112,78645,0,71,479.7928
92,27,crocodile,27,27,1,1,0.635715,0.635986,27:0.635986;44:0.055298;85:0.036438;45:0.032990;93:0.025208,0.000016,0.000199,1.000000,0.999817,True,179479,95804,83661,0,71,538.9760
93,21,chimpanzee,21,21,1,1,0.955745,0.951477,21:0.951477;46:0.005157;98:0.004242;3:0.003784;90:0.002777,0.000090,-0.000062,0.999999,1.000336,True,161198,81029,80155,0,71,484.0781
94,13,bus,13,13,1,1,0.789740,0.790344,13:0.790344;81:0.080841;90:0.026489;58:0.018463;89:0.010986,0.000021,0.000145,1.000000,0.999878,True,162035,81432,80589,0,71,486.5916
95,21,chimpanzee,21,21,1,1,0.664234,0.664551,21:0.664551;3:0.052002;55:0.038177;4:0.031067;31:0.017639,0.000014,0.000039,1.000000,0.999969,True,160959,81289,79656,0,71,483.3604
96,50,mouse,50,50,1,1,0.158555,0.158356,50:0.158356;74:0.069519;72:0.064789;65:0.054779;80:0.040558,0.000015,0.001011,0.999999,0.998993,True,161423,81315,80094,0,71,484.7538
97,75,skunk,75,75,1,1,0.338522,0.338379,75:0.338379;66:0.109406;7:0.086212;42:0.028259;79:0.019958,0.000013,0.000767,1.000000,0.999237,True,160446,81112,79320,0,71,481.8198
98,37,house,37,37,1,1,0.788829,0.789459,37:0.789459;81:0.056183;68:0.029419;17:0.028168;13:0.012939,0.000022,0.000062,1.000000,0.999969,True,162558,82272,80272,0,71,488.1622
99,35,girl,98,98,1,0,0.127708,0.127563,98:0.127563;46:0.096008;84:0.052917;35:0.042603;89:0.039581,0.000014,0.001225,1.000000,0.998779,True,161545,80942,80589,0,71,485.1201
100,26,crab,26,26,1,1,0.414483,0.414215,26:0.414215;45:0.385010;79:0.074402;29:0.012817;44:0.010803,0.000023,0.000792,0.999999,0.999237,True,161795,82517,79264,0,71,485.8709
101,83,sweet_pepper,53,53,1,0,0.271918,0.271606,53:0.271606;57:0.222900;83:0.146881;1:0.036407;9:0.024994,0.000016,0.000645,0.999999,0.999359,True,177975,81225,96736,0,71,534.4595
102,47,maple_tree,47,47,1,1,0.598977,0.598999,47:0.598999;96:0.100586;52:0.089752;4:0.016296;59:0.016083,0.000014,0.000130,1.000000,0.999878,True,161327,81652,79661,0,71,484.4655
103,95,whale,86,86,1,0,0.347674,0.347534,86:0.347534;39:0.103027;95:0.097870;40:0.033112;9:0.025330,0.000014,0.000799,1.000000,0.999207,True,159317,80047,79256,0,71,478.4294
104,43,lion,43,43,1,1,0.898286,0.899414,43:0.899414;4:0.019806;88:0.009094;3:0.008820;55:0.003723,0.000026,0.000180,1.000000,0.999878,True,159755,79738,80003,0,71,479.7447
105,69,rocket,69,69,1,1,0.968975,0.955475,69:0.955475;79:0.003815;76:0.003815;75:0.001709;99:0.001465,0.000272,0.002241,0.999997,1.000244,True,162013,81876,80123,0,71,486.5255
106,76,skyscraper,76,76,1,1,0.875809,0.876770,76:0.876770;39:0.018738;12:0.007141;86:0.004852;18:0.004669,0.000023,0.000024,1.000000,1.000000,True,161810,81582,80214,0,71,485.9159
107,17,castle,17,17,1,1,0.936643,0.937866,17:0.937866;37:0.007080;76:0.005402;12:0.004364;69:0.001770,0.000026,-0.000146,1.000000,1.000183,True,161485,81322,80149,0,71,484.9399
108,57,pear,57,57,1,1,0.937100,0.938354,57:0.938354;0:0.007660;53:0.004242;67:0.003784;83:0.003204,0.000026,-0.000161,1.000000,1.000214,True,161847,81744,80089,0,71,486.0270
109,59,pine_tree,59,59,1,1,0.942957,0.933868,59:0.933868;52:0.020172;47:0.009277;56:0.002716;76:0.002350,0.000184,0.000604,0.999992,1.000153,True,179953,100459,79480,0,71,540.3994
110,25,couch,25,25,1,1,0.887092,0.888062,25:0.888062;5:0.044434;20:0.023010;39:0.004486;65:0.002655,0.000025,0.000064,1.000000,1.000000,True,161365,80758,80593,0,71,484.5796
111,20,chair,20,20,1,1,0.913551,0.914703,20:0.914703;5:0.008179;25:0.005646;47:0.004974;91:0.004425,0.000025,0.000003,1.000000,1.000031,True,161996,81267,80715,0,71,486.4745
112,27,crocodile,27,27,1,1,0.541385,0.541534,27:0.541534;44:0.330841;91:0.034393;18:0.031952;73:0.007538,0.000016,0.000174,1.000000,0.999878,True,164485,82889,81582,0,71,493.9489
113,0,apple,0,0,1,1,0.707451,0.707977,0:0.707977;83:0.129639;57:0.039276;53:0.009857;10:0.005005,0.000019,0.000042,1.000000,0.999969,True,162037,81700,80323,0,71,486.5976
114,9,bottle,9,9,1,1,0.912099,0.913239,9:0.913239;16:0.010864;69:0.005096;81:0.003143;40:0.003113,0.000025,0.000003,1.000000,1.000031,True,161322,80834,80474,0,71,484.4505
115,71,sea,71,71,1,1,0.851732,0.852631,71:0.852631;23:0.033630;60:0.027435;69:0.009003;15:0.003967,0.000024,0.000094,1.000000,0.999939,True,160109,80851,79244,0,71,480.8078
116,8,bicycle,48,48,1,0,0.671495,0.671722,48:0.671722;8:0.168823;89:0.010010;41:0.007019;59:0.004211,0.000017,0.000009,1.000000,1.000000,True,160498,81545,78939,0,71,481.9760
117,43,lion,43,43,1,1,0.918849,0.919983,43:0.919983;21:0.010773;3:0.008362;88:0.005188;42:0.004608,0.000026,0.000146,1.000000,0.999908,True,181346,82577,98755,0,71,544.5826
118,57,pear,0,0,1,0,0.207595,0.207367,0:0.207367;83:0.193268;57:0.183594;10:0.074921;53:0.035583,0.000018,0.001044,0.999999,0.998962,True,158417,79792,78611,0,71,475.7267
119,56,palm_tree,56,56,1,1,0.919288,0.920471,56:0.920471;14:0.004272;59:0.004150;79:0.003937;92:0.002991,0.000026,0.000166,1.000000,0.999878,True,161695,81666,80015,0,71,485.5706
120,85,tank,85,85,1,1,0.964074,0.937164,85:0.937164;89:0.011475;58:0.007355;90:0.005432;37:0.002167,0.000540,0.007115,0.999970,1.000214,True,160877,81044,79819,0,71,483.1141
121,10,bowl,2,2,1,0,0.130565,0.130371,2:0.130371;84:0.079865;46:0.070709;11:0.064819;98:0.058807,0.000017,0.001166,0.999999,0.998840,True,161001,81983,79004,0,71,483.4865
122,19,cattle,19,19,1,1,0.901852,0.902924,19:0.902924;38:0.029999;15:0.015411;60:0.003876;31:0.003662,0.000025,0.000030,1.000000,1.000031,True,160038,80271,79753,0,71,480.5946
123,92,tulip,92,92,1,1,0.762168,0.762787,92:0.762787;62:0.090332;70:0.063843;83:0.007965;1:0.002777,0.000020,0.000144,1.000000,0.999878,True,162327,81849,80464,0,71,487.4685
124,33,forest,33,33,1,1,0.946420,0.934753,33:0.934753;96:0.008850;68:0.006073;89:0.005615;81:0.004547,0.000237,0.001339,0.999995,1.000244,True,160368,81141,79213,0,71,481.5856
125,20,chair,20,20,1,1,0.576544,0.576569,20:0.576569;25:0.098389;5:0.057709;84:0.033386;94:0.026733,0.000012,0.000187,1.000000,0.999817,True,179471,95939,83518,0,71,538.9520
126,21,chimpanzee,21,21,1,1,0.372037,0.371765,21:0.371765;3:0.222870;4:0.055847;63:0.034668;55:0.022675,0.000019,0.000806,0.999999,0.999207,True,160870,82455,78401,0,71,483.0931
127,50,mouse,42,42,1,0,0.127789,0.127625,42:0.127625;64:0.098663;97:0.077972;88:0.057098;27:0.050537,0.000019,0.001349,0.999999,0.998657,True,160137,81568,78555,0,71,480.8919
128,70,rose,70,70,1,1,0.956805,0.936615,70:0.936615;92:0.014435;62:0.010132;77:0.004852;54:0.003357,0.000404,0.003904,0.999975,0.999969,True,161637,81682,79941,0,71,485.3964
129,46,man,46,46,1,1,0.390495,0.390167,46:0.390167;35:0.194031;11:0.173645;98:0.143646;2:0.012970,0.000023,0.000658,0.999999,0.999359,True,161175,81316,79845,0,71,484.0090
130,11,boy,46,46,1,0,0.111289,0.111145,46:0.111145;40:0.090485;98:0.071869;11:0.071869;9:0.069183,0.000019,0.001500,0.999999,0.998505,True,161349,81737,79598,0,71,484.5315
131,16,can,16,16,1,1,0.950484,0.935608,16:0.935608;28:0.009277;9:0.008911;86:0.008575;94:0.004669,0.000299,0.001912,0.999989,1.000153,True,161625,81530,80081,0,71,485.3604
132,1,aquarium_fish,1,1,1,1,0.856367,0.857239,1:0.857239;91:0.032013;73:0.012817;32:0.009796;93:0.007629,0.000023,0.000037,1.000000,1.000000,True,176038,97102,78922,0,71,528.6426
133,74,shrew,74,74,1,1,0.839809,0.840698,74:0.840698;50:0.107971;4:0.012360;66:0.002808;36:0.001801,0.000028,0.000588,1.000000,0.999908,True,159150,80382,78754,0,71,477.9279
134,33,forest,3,3,1,0,0.209435,0.209229,3:0.209229;51:0.090637;80:0.076813;63:0.052002;34:0.037170,0.000015,0.000980,1.000000,0.999023,True,161928,81959,79955,0,71,486.2703
